,id,name,main_headline,trim_link,web_url,posted_at,pub_date,description,snippet
23,5281959998_10150309692064999,Injecting the Real World Into Games,Injecting the Real World Into Games,https://www.nytimes.com/2013/06/04/technology/injecting-the-real-world-into-games.html,https://www.nytimes.com/2013/06/04/technology/injecting-the-real-world-into-games.html,2013-06-05 15:19:47,2013-06-04T17:57:46+0000,"Computer and video games inspired by social issues and real-life events — drone strikes, child labor in Uzbekistan and child abuse by clergy — are a growing segment of the industry.","Computer and video games inspired by social issues and real-life events — drone strikes, child labor in Uzbekistan and child abuse by clergy — are a growing segment of the industry."
24,5281959998_10150317390374999,,NYT: Restaurant Update for 1/20/2006,https://www.nytimes.com/,https://www.nytimes.com/,2013-07-03 19:07:43,2018-08-28T19:42:47+0000,,NYT: Restaurant Update for 1/20/2006. Topic discussed is sunchokes.
25,5281959998_10150319112254999,Dreaming of Mandela,Dreaming of Mandela,https://www.nytimes.com/2013/07/09/opinion/global/roger-cohen-dreaming-of-mandela.html,https://www.nytimes.com/2013/07/09/opinion/global/roger-cohen-dreaming-of-mandela.html,2013-07-10 17:24:44,2013-07-08T12:39:27+0000,We did not deserve him. We could not even imagine him.,We did not deserve him. We could not even imagine him.
26,5281959998_10150325712984999,,NYT: Restaurant Update for 1/20/2006,https://www.nytimes.com/,https://www.nytimes.com/,2013-08-07 13:34:02,2018-08-28T19:42:47+0000,,NYT: Restaurant Update for 1/20/2006. Topic discussed is sunchokes.
27,5281959998_10150326299004999,,NYT: Restaurant Update for 1/20/2006,https://www.nytimes.com/,https://www.nytimes.com/,2013-08-09 19:06:10,2018-08-28T19:42:47+0000,,NYT: Restaurant Update for 1/20/2006. Topic discussed is sunchokes.
28,5281959998_10150327628289999,,NYT: Restaurant Update for 1/20/2006,https://www.nytimes.com/,https://www.nytimes.com/,2013-08-14 19:32:04,2018-08-28T19:42:47+0000,,NYT: Restaurant Update for 1/20/2006. Topic discussed is sunchokes.
29,5281959998_10150329442249999,,NYT: Restaurant Update for 1/20/2006,https://www.nytimes.com/,https://www.nytimes.com/,2013-08-21 14:20:39,2018-08-28T19:42:47+0000,,NYT: Restaurant Update for 1/20/2006. Topic discussed is sunchokes.
30,5281959998_10150330062164999,,NYT: Restaurant Update for 1/20/2006,https://www.nytimes.com/,https://www.nytimes.com/,2013-08-23 17:50:11,2018-08-28T19:42:47+0000,,NYT: Restaurant Update for 1/20/2006. Topic discussed is sunchokes.
31,5281959998_10150331474669999,,NYT: Restaurant Update for 1/20/2006,https://www.nytimes.com/,https://www.nytimes.com/,2013-08-28 18:07:40,2018-08-28T19:42:47+0000,,NYT: Restaurant Update for 1/20/2006. Topic discussed is sunchokes.
32,5281959998_10150338515884999,,"Team Belstaff, Plus Beckham",https://www.nytimes.com/2013/09/18/fashion/Team-Belstaff-With-David-Beckham.html,https://www.nytimes.com/2013/09/18/fashion/Team-Belstaff-With-David-Beckham.html,2013-09-18 18:25:21,2013-09-17T18:36:09+0000,,The British heritage brand recruits the iconic British athlete as its ambassador.
33,5281959998_10150339197244999,"Czech Bureaucracy, Friend and Foe","Czech Bureaucracy, Friend and Foe",https://www.nytimes.com/2013/09/20/greathomesanddestinations/A-Renovated-Apartment-in-Pragues-Historic-Center.html,https://www.nytimes.com/2013/09/20/greathomesanddestinations/A-Renovated-Apartment-in-Pragues-Historic-Center.html,2013-09-20 16:07:00,2013-09-19T10:06:13+0000,The renovation of an apartment building in Prague's center required five permits but some say that is just the price of protecting the historic area.,The renovation of an apartment building in Prague's center required five permits but some say that is just the price of protecting the historic area.
34,5281959998_10150340275749999,,NYT: Restaurant Update for 1/20/2006,https://www.nytimes.com/,https://www.nytimes.com/,2013-09-24 13:18:38,2018-08-28T19:42:47+0000,,NYT: Restaurant Update for 1/20/2006. Topic discussed is sunchokes.
35,5281959998_10150340285899999,,NYT: Restaurant Update for 1/20/2006,https://www.nytimes.com/,https://www.nytimes.com/,2013-09-24 14:17:04,2018-08-28T19:42:47+0000,,NYT: Restaurant Update for 1/20/2006. Topic discussed is sunchokes.
36,5281959998_10150342096689999,,NYT: Restaurant Update for 1/20/2006,https://www.nytimes.com/,https://www.nytimes.com/,2013-10-01 16:49:04,2018-08-28T19:42:47+0000,,NYT: Restaurant Update for 1/20/2006. Topic discussed is sunchokes.
37,5281959998_10150349967939999,Dangers Come With Freedom for Indian Women,Dangers Come With Freedom for Indian Women,https://www.nytimes.com/2013/10/30/world/asia/dangers-come-with-freedom-for-indian-women.html,https://www.nytimes.com/2013/10/30/world/asia/dangers-come-with-freedom-for-indian-women.html,2013-10-29 15:30:12,2013-10-29T10:48:03+0000,"Women are quickly gaining new freedoms in India, but new dangers are also arising because women are expanding their perimeter.","Women are quickly gaining new freedoms in India, but new dangers are also arising because women are expanding their perimeter."
38,5281959998_10150350281814999,,NYT: Restaurant Update for 1/20/2006,https://www.nytimes.com/,https://www.nytimes.com/,2013-10-30 14:01:47,2018-08-28T19:42:47+0000,,NYT: Restaurant Update for 1/20/2006. Topic discussed is sunchokes.
39,5281959998_10150359202509999,Video: The Umbrella Man,The Umbrella Man,https://www.nytimes.com/video/opinion/100000001183275/the-umbrella-man.html,https://www.nytimes.com/video/opinion/100000001183275/the-umbrella-man.html,2013-11-21 15:26:52,2011-11-22T02:46:04+0000,"On the 48th anniversary of the assassination of President John F. Kennedy, Errol Morris explores the story behind the one man seen standing under an open black umbrella at the site.","On the 48th anniversary of the assassination of President John F. Kennedy, Errol Morris explores the story behind the one man seen standing under an open black umbrella at the site."
40,5281959998_10150360390544999,Indian Universities Still Lag in World Rankings,Indian Universities Still Lag in World Rankings,https://www.nytimes.com/2013/11/25/world/asia/indian-universities-still-lag-behind-in-world-rankings.html,https://www.nytimes.com/2013/11/25/world/asia/indian-universities-still-lag-behind-in-world-rankings.html,2013-11-25 15:27:47,2013-11-24T17:00:22+0000,No Indian institutions appear in the top-200 lists of the leading world university ranking surveys.,No Indian institutions appear in the top-200 lists of the leading world university ranking surveys.
41,5281959998_10150362586324999,,NYT: Restaurant Update for 1/20/2006,https://www.nytimes.com/,https://www.nytimes.com/,2013-12-02 21:53:55,2018-08-28T19:42:47+0000,,NYT: Restaurant Update for 1/20/2006. Topic discussed is sunchokes.
42,5281959998_10150363479719999,,NYT: Restaurant Update for 1/20/2006,https://www.nytimes.com/,https://www.nytimes.com/,2013-12-05 21:57:22,2018-08-28T19:42:47+0000,,NYT: Restaurant Update for 1/20/2006. Topic discussed is sunchokes.
43,5281959998_10150366102944999,Let It Dough!,Let It Dough!,https://niemann.blogs.nytimes.com/2010/12/16/let-it-dough/,https://niemann.blogs.nytimes.com/2010/12/16/let-it-dough/,2013-12-14 20:48:51,2010-12-17T01:30:36+0000,From the Abstract City archive: An artist’s attempt to create a universe of cookies for the holidays.,From the Abstract City archive: An artist’s attempt to create a universe of cookies for the holidays.
44,5281959998_10150376819204999,,Gay Couple? Are You Amending a Tax Return?,https://www.nytimes.com/2014/01/21/your-money/are-you-amending-a-tax-return.html#commentsContainer,https://www.nytimes.com/2014/01/21/your-money/are-you-amending-a-tax-return.html,2014-01-22 02:00:01,2014-01-21T18:29:07+0000,,The Times is seeking gay couples who are considering filing amended tax returns to interview for a coming article.
45,5281959998_10150377014729999,,Twitter-Bashing Bores,https://www.nytimes.com/2014/01/21/opinion/cohen-twitter-bashing-bores.html,https://www.nytimes.com/2014/01/21/opinion/cohen-twitter-bashing-bores.html,2014-01-22 19:36:37,2014-01-20T11:25:26+0000,,Duck under the table as another jeremiad about the ravages of social media unfurls.
46,5281959998_10150381291804999,,Highlights: The Winter Olympics Opening Ceremony,https://sports.blogs.nytimes.com/2014/02/07/live-coverage-2014-winter-olympics-opening-ceremony/#i-o-c-president-asks-for-tolerance,https://sports.blogs.nytimes.com/2014/02/07/live-coverage-2014-winter-olympics-opening-ceremony/,2014-02-08 03:40:44,2014-02-07T12:00:46+0000,,"The 2014 Winter Olympics began on Friday with a majestic opening ceremony that embraced classical music, ballet and certain aspects of the Soviet past."
47,5281959998_10202999161922921,Awaiting Russia’s Next Move in Ukraine,Awaiting Russia’s Next Move in Ukraine,https://www.nytimes.com/2014/02/11/world/europe/awaiting-russias-next-move-in-ukraine.html,https://www.nytimes.com/2014/02/11/world/europe/awaiting-russias-next-move-in-ukraine.html,2014-02-11 15:26:50,2014-02-10T11:01:59+0000,Western diplomats worry over the possibility of more aggressive moves by Russia once the Sochi Games are over.,Western diplomats worry over the possibility of more aggressive moves by Russia once the Sochi Games are over.
48,5281959998_10102857209022023,Czar Vladimir’s Illusions,Czar Vladimir's Illusions,https://www.nytimes.com/2014/02/13/opinion/saakashvili-czar-vladimirs-illusions.html,https://www.nytimes.com/2014/02/13/opinion/saakashvili-czar-vladimirs-illusions.html,2014-02-13 20:23:13,2014-02-12T10:54:42+0000,"While the Kremlin squanders Russia’s wealth, Georgia, its once-impoverished neighbor, is thriving.","While the Kremlin squanders Russia's wealth, Georgia, its once-impoverished neighbor, is thriving."
49,5281959998_10102355763562791,New Drugs Stir Debate on Rules of Clinical Trials,New Drugs Stir Debate on Rules of Clinical Trials,https://www.nytimes.com/2010/09/19/health/research/19trial.html,https://www.nytimes.com/2010/09/19/health/research/19trial.html,2014-02-15 04:30:28,2010-09-19T02:14:36+0000,"Two cousins developed the same lethal cancer; only one could take part in an experimental drug trial. Critics say that new science behind the drugs has eclipsed the old rules, and ethics, of testing them.","Two cousins developed the same lethal cancer; only one could take part in an experimental drug trial. Critics say that new science behind the drugs has eclipsed the old rules, and ethics, of testing them."
50,5281959998_10203157877610714,Food; WINGING IT IN BUFFALO,Food; WINGING IT IN BUFFALO,https://www.nytimes.com/1981/08/30/magazine/food-winging-it-in-buffalo.html,https://www.nytimes.com/1981/08/30/magazine/food-winging-it-in-buffalo.html,2014-03-06 21:31:04,1981-08-30T05:00:00+0000,"About a year ago, during a visit to Buffalo, N.Y., we were taken to lunch at a raffish but delightful place on Main Street called Frank & Theressa's Anchor Bar. This particular establishment, now owned by Frank's and Theressa's son, Dominic Bellissimo, was chosen because of the house specialty: a ch...",
51,5281959998_10203191396528666,The Kremlin’s Social Media Takeover,The Kremlin’s Social Media Takeover,https://www.nytimes.com/2014/03/11/opinion/the-kremlins-social-media-takeover.html,https://www.nytimes.com/2014/03/11/opinion/the-kremlins-social-media-takeover.html,2014-03-11 20:47:09,2014-03-10T12:57:06+0000,"In Russia, any restive opposition activity on the Internet can easily be brought under control.","In Russia, any restive opposition activity on the Internet can easily be brought under control."
52,5281959998_10203196662100302,Why Nothing Is Truly Alive,Why Nothing Is Truly Alive,https://www.nytimes.com/2014/03/13/opinion/why-nothing-is-truly-alive.html,https://www.nytimes.com/2014/03/13/opinion/why-nothing-is-truly-alive.html,2014-03-12 19:26:34,2014-03-12T10:57:31+0000,"Our concept of life has pragmatic value, but it does not reflect the reality of the universe outside the mind.","Our concept of life has pragmatic value, but it does not reflect the reality of the universe outside the mind."
53,5281959998_10101306326508001,E.U. Fights to Get Everyone Speaking Same Language on Education,E.U. Fights to Get Everyone Speaking Same Language on Education,https://www.nytimes.com/2014/03/17/world/europe/eu-fights-to-get-everyone-speaking-same-language-on-education.html,https://www.nytimes.com/2014/03/17/world/europe/eu-fights-to-get-everyone-speaking-same-language-on-education.html,2014-03-17 15:19:31,2014-03-16T16:18:30+0000,"Though the objective to get youngsters learning more languages has been restated repeatedly among European Union officials, progress seems to be slowing.","Though the objective to get youngsters learning more languages has been restated repeatedly among European Union officials, progress seems to be slowing."
54,5281959998_10203245426759388,Flight 370 Saps Malaysia's Confidence,Malaysia’s Crisis of Confidence,https://www.nytimes.com/2014/03/20/opinion/flight-370-saps-malaysias-confidence.html,https://www.nytimes.com/2014/03/20/opinion/flight-370-saps-malaysias-confidence.html,2014-03-19 17:56:00,2014-03-19T11:11:16+0000,"For many Malaysians, the authorities' inept response mirrors the way their country is governed.","For many Malaysians, the authorities' inept response mirrors the way their country is governed."
55,5281959998_10203258413084038,The New Cold War That Isn’t,The New Cold War That Isn’t,https://www.nytimes.com/2014/03/22/opinion/the-new-cold-war-that-isnt.html,https://www.nytimes.com/2014/03/22/opinion/the-new-cold-war-that-isnt.html,2014-03-21 19:09:54,2014-03-21T11:38:45+0000,The West won’t go to war for Crimea. Be honest and tell Ukraine it’s on its own.,The West won’t go to war for Crimea. Be honest and tell Ukraine it’s on its own.
56,5281959998_10150397712339999,Nuturing Bees With a View,Nurturing Bees With a View,https://www.nytimes.com/2014/04/04/fashion/beekeeper-tends-hives-on-rooftops-of-London.html,https://www.nytimes.com/2014/04/04/fashion/beekeeper-tends-hives-on-rooftops-of-London.html,2014-04-04 14:55:46,2014-04-03T10:33:36+0000,A devoted beekeeper creates hives atop some of London's most well-known rooftops.,A devoted beekeeper creates hives atop some of London's most well-known rooftops.
57,5281959998_10150400850349999,Losing Ground in the Amazon,Losing Ground in the Amazon,https://www.nytimes.com/2014/04/16/opinion/losing-ground-in-the-amazon.html,https://www.nytimes.com/2014/04/16/opinion/losing-ground-in-the-amazon.html,2014-04-16 08:47:00,2014-04-15T11:10:08+0000,"After years of progress in Brazil, deforestation and greenhouse gases are on the rise.","After years of progress in Brazil, deforestation and greenhouse gases are on the rise."
58,5281959998_10150403698624999,"At Pistorius Trial, Twitterati Have Their Day in Court","At Pistorius Trial, Twitterati Have Their Day in Court",https://www.nytimes.com/2014/04/25/world/africa/at-pistorius-trial-twitterati-have-their-day-in-court.html,https://www.nytimes.com/2014/04/25/world/africa/at-pistorius-trial-twitterati-have-their-day-in-court.html,2014-04-25 15:15:01,2014-04-24T11:01:55+0000,"In the avalanche of 140-character snippets and instant assessments, are the tweeters giving away their stock in trade — the news — for free?","In the avalanche of 140-character snippets and instant assessments, are Twitter users giving away their stock in trade — the news — free?"
59,5281959998_10150404514139999,Life as a Brazilian Woman,Life as a Brazilian Woman,https://www.nytimes.com/2014/04/24/opinion/barbara-life-as-a-brazilian-woman.html,https://www.nytimes.com/2014/04/24/opinion/barbara-life-as-a-brazilian-woman.html,2014-04-27 16:14:33,2014-04-23T10:00:22+0000,"Each year, Brazil sells a hyper-sexualized Carnival to tourists, treating women’s bodies as a national attraction.","Each year, Brazil sells a hyper-sexualized Carnival to tourists, treating women’s bodies as a national attraction."
60,5281959998_10150406016844999,Mint Julep - Recipes - The New York Times,Mint Julep,https://cooking.nytimes.com/recipes/1016295-mint-julep,https://cooking.nytimes.com/recipes/1016295-mint-julep,2014-05-02 21:48:08,2014-04-29T00:00:00+0000,Mint Julep Recipe from the New York Times,
61,5281959998_10150407061289999,British View of Europe Faces a Test,British View of Europe Faces a Test,https://www.nytimes.com/2014/05/07/world/europe/british-view-of-europe-faces-a-test.html,https://www.nytimes.com/2014/05/07/world/europe/british-view-of-europe-faces-a-test.html,2014-05-06 16:37:50,2014-05-06T12:55:52+0000,"As Britain has become more Europeanized, it has also become more euroskeptic; this may benefit the United Kingdom Independence Party.","As Britain has become more Europeanized, it has also become more euroskeptic; this may benefit the United Kingdom Independence Party."
62,5281959998_10150407992074999,"Please, Mother, Enough","Please, Mother, Enough",https://www.nytimes.com/2014/05/10/opinion/please-mother-enough.html,https://www.nytimes.com/2014/05/10/opinion/please-mother-enough.html,2014-05-09 19:51:59,2014-05-09T11:06:33+0000,I found I was not alone with the guilty secret of having wished my aged mother dead.,I found I was not alone with the guilty secret of having wished my aged mother dead.
63,5281959998_10150411326709999,A Vote for Ukrainian Freedom,A Vote for Ukrainian Freedom,https://www.nytimes.com/2014/05/19/opinion/tymoshenko-a-vote-for-ukrainian-freedom.html,https://www.nytimes.com/2014/05/19/opinion/tymoshenko-a-vote-for-ukrainian-freedom.html,2014-05-19 15:40:51,2014-05-18T18:19:54+0000,"If we are to foil Putin's plan to subjugate our country, the success of this election is vital.","If we are to foil Putin's plan to subjugate our country, the success of this election is vital."
64,5281959998_10150411906634999,Pakistan’s Tyranny of Blasphemy,Pakistan’s Tyranny of Blasphemy,https://www.nytimes.com/2014/05/21/opinion/pakistans-tyranny-of-blasphemy.html,https://www.nytimes.com/2014/05/21/opinion/pakistans-tyranny-of-blasphemy.html,2014-05-21 13:28:52,2014-05-20T11:57:07+0000,Islamists are using laws against religious offenses to encroach on both state and society.,Islamists are using laws against religious offenses to encroach on both state and society.
65,5281959998_10150413655074999,Day 10: Night Movies,The Way North,https://www.nytimes.com/interactive/2014/us/the-way-north.html#p/10,https://www.nytimes.com/interactive/2014/us/the-way-north.html,2014-05-27 16:17:34,2014-05-18T00:29:17+0000,A day-by-day journey up Interstate 35 continues with a visit to a drive-in movie theater in the rural Texas Plains over Memorial Day weekend.,"Reporter Damien Cave and photographer Todd Heisler traveled up Interstate 35, from Laredo, Tex., to Duluth, Minn., chronicling how the middle of America is being changed by immigration."
66,5281959998_10150415868464999,An Afterlife for Europe’s Disused Places of Worship,An Afterlife for Europe’s Disused Places of Worship,https://www.nytimes.com/2014/06/03/world/europe/an-afterlife-for-europes-disused-places-of-worship.html,https://www.nytimes.com/2014/06/03/world/europe/an-afterlife-for-europes-disused-places-of-worship.html,2014-06-03 09:01:13,2014-06-02T16:54:07+0000,Rapid secularization is leading to more and more churches being deconsecrated. But what is to become of the buildings?,Rapid secularization is leading to more and more churches being deconsecrated. But what is to become of the buildings?
67,5281959998_10150416729024999,Day 19: The Faces Behind the Burgers,The Way North,https://www.nytimes.com/interactive/2014/us/the-way-north.html#p/19,https://www.nytimes.com/interactive/2014/us/the-way-north.html,2014-06-05 19:36:55,2014-05-18T00:29:17+0000,"A day-by-day journey up I-35 continues at Lopez Foods in Oklahoma City, an example of intersecting shifts in food processing and immigration.","Reporter Damien Cave and photographer Todd Heisler traveled up Interstate 35, from Laredo, Tex., to Duluth, Minn., chronicling how the middle of America is being changed by immigration."
68,5281959998_10150418687849999,Brazil Wins Soccer’s Nickname Game,Brazil Wins Soccer’s Nickname Game,https://www.nytimes.com/2014/06/12/sports/worldcup/brazil-wins-soccers-nickname-game.html,https://www.nytimes.com/2014/06/12/sports/worldcup/brazil-wins-soccers-nickname-game.html,2014-06-11 19:41:59,2014-06-11T16:57:11+0000,"Brazil — a melting-pot society where informality is the rule — has projected its informality abroad, soccer star by soccer star and match by match.","Brazilians do not have a monopoly on sports nicknames, but they have elevated the art form — a reflection of the country’s informal culture."
69,5281959998_10150418897504999,Timeline Photos,NYT: Restaurant Update for 1/20/2006,https://www.nytimes.com/,https://www.nytimes.com/,2014-06-12 13:03:18,2018-08-28T19:42:47+0000,,NYT: Restaurant Update for 1/20/2006. Topic discussed is sunchokes.
70,5281959998_10150419559454999,"Scottish Independence Vote Cuts England, Wales and Northern Ireland Out of the Equation",Only a Few Will Decide on What Could Be a Big Shift for Britain,https://www.nytimes.com/2014/06/13/world/europe/scottish-independence-vote-cuts-england-wales-and-northern-ireland-out-of-the-equation.html,https://www.nytimes.com/2014/06/13/world/europe/scottish-independence-vote-cuts-england-wales-and-northern-ireland-out-of-the-equation.html,2014-06-13 14:12:58,2014-06-12T13:02:26+0000,The decision on whether Scotland breaks away will be made by a small fraction of the people who stand to see their notions of national identity upended.,The decision on whether Scotland breaks away will be made by a small fraction of the people who stand to see their notions of national identity upended.
